date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:43:27	110338/110338	---M--	200	added ('OK')	image/png	etag:%2258f2ba29b9c3546f69cb480c176add65%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/6925b05902c9af6561d247d9_Fitting%20illustration%20carte%20%404x.png	C:/My%20Web%20Sites/MonsiteWebflow/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/6925b05902c9af6561d247d9_Fitting%20illustration%20carte%20@4x.png	(from https://www.clementgermaine.com/)
21:43:27	47155/47155	---M--	200	added ('OK')	image/png	etag:%2228703b488deafaee2a5b443dacc73e9d%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/6926c3b4d056023c823c4500_inconfort_illustration-2.png	C:/My%20Web%20Sites/MonsiteWebflow/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/6926c3b4d056023c823c4500_inconfort_illustration-2.png	(from https://www.clementgermaine.com/)
21:43:27	379171/379171	---M--	200	added ('OK')	image/png	etag:%223b3429e4b9ea19242e41d1e8257112aa%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/6926c2bca80b0c25cfc42443_Inconforts%20d%c3%a9passant%20le%20seuil%20(1)-modifie.png	C:/My%20Web%20Sites/MonsiteWebflow/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/6926c2bca80b0c25cfc42443_Inconforts%20d%c3%a9passant%20le%20seuil%20(1)-modifie.png	(from https://www.clementgermaine.com/)
21:43:28	132555/132555	---M--	200	added ('OK')	image/png	etag:%229f6b61a2a998cd481ecddf8a1f4ff0bd%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/67ff9776adb4d3f3ab0debb6_ChatGPT_Image_16_avr._2025__13_39_22-removebg-preview.png	C:/My%20Web%20Sites/MonsiteWebflow/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/67ff9776adb4d3f3ab0debb6_ChatGPT_Image_16_avr._2025__13_39_22-removebg-preview.png	(from https://www.clementgermaine.com/)
21:43:28	305983/305983	---M--	200	added ('OK')	image/jpeg	etag:%2256495a3022ee9913cf9c6532f234a3d3%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/693ece5382289007d09465ba_Generated%20Image%20December%2014%2C%202025%20-%203_46PM.jpeg	C:/My%20Web%20Sites/MonsiteWebflow/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/693ece5382289007d09465ba_Generated%20Image%20December%2014,%202025%20-%203_46PM.jpg	(from https://www.clementgermaine.com/)
21:43:28	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=67829ee3c36756f3a6ecc22a	C:/My%20Web%20Sites/MonsiteWebflow/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c85c7f.js	(from https://www.clementgermaine.com/)
21:43:28	41429/41429	---MCZ	200	added ('OK')	text/javascript	etag:W/%22c8ad4539205728195a3ec81b61aec28a%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.schunk.103e14fc78623691.js	C:/My%20Web%20Sites/MonsiteWebflow/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.schunk.103e14fc78623691.js	(from https://www.clementgermaine.com/)
21:43:29	36043/36043	---MCZ	200	added ('OK')	text/javascript	etag:W/%22c441554109845db18adc1bc52b19659c%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.schunk.08779b17d1882f59.js	C:/My%20Web%20Sites/MonsiteWebflow/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.schunk.08779b17d1882f59.js	(from https://www.clementgermaine.com/)
21:43:29	163485/163485	---MCZ	200	added ('OK')	text/javascript	etag:W/%22edd1004cea210546036f9a50844596df%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.schunk.e29e501eb9c817ec.js	C:/My%20Web%20Sites/MonsiteWebflow/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.schunk.e29e501eb9c817ec.js	(from https://www.clementgermaine.com/)
21:43:29	26178/26178	---MCZ	200	added ('OK')	text/javascript	etag:W/%22fcb5924f87a9746beef4e87b0950a89c%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.dce4640a.e80bea6454ee2c88.js	C:/My%20Web%20Sites/MonsiteWebflow/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.dce4640a.e80bea6454ee2c88.js	(from https://www.clementgermaine.com/)
21:43:30	72779/72779	---MCZ	200	added ('OK')	text/javascript	etag:W/%22b729ff7f59f3391835501f2900ecd857%22	https://cdn.prod.website-files.com/gsap/3.14.2/gsap.min.js	C:/My%20Web%20Sites/MonsiteWebflow/cdn.prod.website-files.com/gsap/3.14.2/gsap.min.js	(from https://www.clementgermaine.com/)
